faltid;lan;kommun;areal_ha;markslag;inventeringsdatum;fastighet;objektrapport_ui;objektrapport_api;lokal_json
098-UWJ;Södermanland;Katrineholm;9.24;Bete;2003-07-09;Fiskeboda 1;https://etjanst.sjv.se/tuvaut/?f=&id=098-UWJ;https://etjanst.sjv.se/hagenpub/rest/base/object/098-UWJ;docs/tuva/sodermanland/objektrapporter/098-UWJ.json
09A-MXP;Södermanland;Eskilstuna;10.14;Bete;2003-07-10;Fiholm1;https://etjanst.sjv.se/tuvaut/?f=&id=09A-MXP;https://etjanst.sjv.se/hagenpub/rest/base/object/09A-MXP;docs/tuva/sodermanland/objektrapporter/09A-MXP.json
09B-AMU;Södermanland;Eskilstuna;1.9;Bete;2003-06-30;Berga-Lista5;https://etjanst.sjv.se/tuvaut/?f=&id=09B-AMU;https://etjanst.sjv.se/hagenpub/rest/base/object/09B-AMU;docs/tuva/sodermanland/objektrapporter/09B-AMU.json
09C-IUC;Södermanland;Flen;2.15;Bete;2003-09-22;;https://etjanst.sjv.se/tuvaut/?f=&id=09C-IUC;https://etjanst.sjv.se/hagenpub/rest/base/object/09C-IUC;docs/tuva/sodermanland/objektrapporter/09C-IUC.json
09D-YLX;Södermanland;Eskilstuna;1.06;Bete;2004-09-01;Knutsta 5;https://etjanst.sjv.se/tuvaut/?f=&id=09D-YLX;https://etjanst.sjv.se/hagenpub/rest/base/object/09D-YLX;docs/tuva/sodermanland/objektrapporter/09D-YLX.json
09E-KJF;Södermanland;Nyköping;1.07;Bete;2004-08-10;Långö 10;https://etjanst.sjv.se/tuvaut/?f=&id=09E-KJF;https://etjanst.sjv.se/hagenpub/rest/base/object/09E-KJF;docs/tuva/sodermanland/objektrapporter/09E-KJF.json
09E-OUV;Södermanland;Nyköping;1.12;Bete;2004-06-09;Juresta 3;https://etjanst.sjv.se/tuvaut/?f=&id=09E-OUV;https://etjanst.sjv.se/hagenpub/rest/base/object/09E-OUV;docs/tuva/sodermanland/objektrapporter/09E-OUV.json
09E-RCO;Södermanland;Katrineholm;0.8;Bete;2003-07-15;;https://etjanst.sjv.se/tuvaut/?f=&id=09E-RCO;https://etjanst.sjv.se/hagenpub/rest/base/object/09E-RCO;docs/tuva/sodermanland/objektrapporter/09E-RCO.json
0A0-JOA;Södermanland;Nyköping;1.09;Bete;2004-09-22;Ringsö 5;https://etjanst.sjv.se/tuvaut/?f=&id=0A0-JOA;https://etjanst.sjv.se/hagenpub/rest/base/object/0A0-JOA;docs/tuva/sodermanland/objektrapporter/0A0-JOA.json
0A1-LKH;Södermanland;Trosa;1.35;Bete;2004-05-10;Järshagen 1;https://etjanst.sjv.se/tuvaut/?f=&id=0A1-LKH;https://etjanst.sjv.se/hagenpub/rest/base/object/0A1-LKH;docs/tuva/sodermanland/objektrapporter/0A1-LKH.json
0A2-QBI;Södermanland;Flen;6.88;Bete;2023-09-08;Stenhammar;https://etjanst.sjv.se/tuvaut/?f=&id=0A2-QBI;https://etjanst.sjv.se/hagenpub/rest/base/object/0A2-QBI;docs/tuva/sodermanland/objektrapporter/0A2-QBI.json
0A3-180;Södermanland;Nyköping;2.04;Bete;2023-10-05;Måstena;https://etjanst.sjv.se/tuvaut/?f=&id=0A3-180;https://etjanst.sjv.se/hagenpub/rest/base/object/0A3-180;docs/tuva/sodermanland/objektrapporter/0A3-180.json
0A3-TDA;Södermanland;Flen;2.7;Bete;2004-05-18;viby 1;https://etjanst.sjv.se/tuvaut/?f=&id=0A3-TDA;https://etjanst.sjv.se/hagenpub/rest/base/object/0A3-TDA;docs/tuva/sodermanland/objektrapporter/0A3-TDA.json
0A5-XTX;Södermanland;Katrineholm;12.17;Bete;2004-06-29;hålbonäs;https://etjanst.sjv.se/tuvaut/?f=&id=0A5-XTX;https://etjanst.sjv.se/hagenpub/rest/base/object/0A5-XTX;docs/tuva/sodermanland/objektrapporter/0A5-XTX.json
0A6-F00;Södermanland;Flen;1.24;Bete;2002-05-07;Sörtorp;https://etjanst.sjv.se/tuvaut/?f=&id=0A6-F00;https://etjanst.sjv.se/hagenpub/rest/base/object/0A6-F00;docs/tuva/sodermanland/objektrapporter/0A6-F00.json
0A7-780;Södermanland;Strängnäs;8.45;Bete;2002-04-29;Löt;https://etjanst.sjv.se/tuvaut/?f=&id=0A7-780;https://etjanst.sjv.se/hagenpub/rest/base/object/0A7-780;docs/tuva/sodermanland/objektrapporter/0A7-780.json
0A7-ZUP;Södermanland;Katrineholm;0.76;Bete;2003-06-05;Gabrielstorp;https://etjanst.sjv.se/tuvaut/?f=&id=0A7-ZUP;https://etjanst.sjv.se/hagenpub/rest/base/object/0A7-ZUP;docs/tuva/sodermanland/objektrapporter/0A7-ZUP.json
0AB-SXJ;Södermanland;Katrineholm;1.72;Bete;2004-06-09;lagmansö, sund 2;https://etjanst.sjv.se/tuvaut/?f=&id=0AB-SXJ;https://etjanst.sjv.se/hagenpub/rest/base/object/0AB-SXJ;docs/tuva/sodermanland/objektrapporter/0AB-SXJ.json
0AB-TWD;Södermanland;Eskilstuna;0.5;Bete;2003-06-16;Stavtorp3;https://etjanst.sjv.se/tuvaut/?f=&id=0AB-TWD;https://etjanst.sjv.se/hagenpub/rest/base/object/0AB-TWD;docs/tuva/sodermanland/objektrapporter/0AB-TWD.json
0AF-IQY;Södermanland;Flen;0.36;Bete;2003-09-17;Kulla1;https://etjanst.sjv.se/tuvaut/?f=&id=0AF-IQY;https://etjanst.sjv.se/hagenpub/rest/base/object/0AF-IQY;docs/tuva/sodermanland/objektrapporter/0AF-IQY.json
0AF-WUO;Södermanland;Nyköping;2.4;Bete;2003-05-26;Ekeby;https://etjanst.sjv.se/tuvaut/?f=&id=0AF-WUO;https://etjanst.sjv.se/hagenpub/rest/base/object/0AF-WUO;docs/tuva/sodermanland/objektrapporter/0AF-WUO.json
0B3-EDG;Södermanland;Flen;4.28;Bete;2004-07-29;Skedevi 8, Vikäng;https://etjanst.sjv.se/tuvaut/?f=&id=0B3-EDG;https://etjanst.sjv.se/hagenpub/rest/base/object/0B3-EDG;docs/tuva/sodermanland/objektrapporter/0B3-EDG.json
0B4-ANZ;Södermanland;Katrineholm;3.64;Bete;2004-06-07;berg 5;https://etjanst.sjv.se/tuvaut/?f=&id=0B4-ANZ;https://etjanst.sjv.se/hagenpub/rest/base/object/0B4-ANZ;docs/tuva/sodermanland/objektrapporter/0B4-ANZ.json
0B8-BKH;Södermanland;Flen;4.4;Bete;2003-09-29;;https://etjanst.sjv.se/tuvaut/?f=&id=0B8-BKH;https://etjanst.sjv.se/hagenpub/rest/base/object/0B8-BKH;docs/tuva/sodermanland/objektrapporter/0B8-BKH.json
0BF-VIU;Södermanland;Katrineholm;0.51;Bete;2003-07-08;Överkil;https://etjanst.sjv.se/tuvaut/?f=&id=0BF-VIU;https://etjanst.sjv.se/hagenpub/rest/base/object/0BF-VIU;docs/tuva/sodermanland/objektrapporter/0BF-VIU.json
0C0-900;Södermanland;Nyköping;0.38;Äng;2002-06-29;Daltorp;https://etjanst.sjv.se/tuvaut/?f=&id=0C0-900;https://etjanst.sjv.se/hagenpub/rest/base/object/0C0-900;docs/tuva/sodermanland/objektrapporter/0C0-900.json
0C3-MRO;Södermanland;Nyköping;2.55;Bete;2003-06-03;Stensund;https://etjanst.sjv.se/tuvaut/?f=&id=0C3-MRO;https://etjanst.sjv.se/hagenpub/rest/base/object/0C3-MRO;docs/tuva/sodermanland/objektrapporter/0C3-MRO.json
0C4-PUA;Södermanland;Katrineholm;0.66;Bete;2004-09-10;svarttorp 1;https://etjanst.sjv.se/tuvaut/?f=&id=0C4-PUA;https://etjanst.sjv.se/hagenpub/rest/base/object/0C4-PUA;docs/tuva/sodermanland/objektrapporter/0C4-PUA.json
0C7-600;Södermanland;Katrineholm;0.63;Bete;2002-06-11;Vikstorp 1;https://etjanst.sjv.se/tuvaut/?f=&id=0C7-600;https://etjanst.sjv.se/hagenpub/rest/base/object/0C7-600;docs/tuva/sodermanland/objektrapporter/0C7-600.json
0C8-RSR;Södermanland;Eskilstuna;1.25;Bete;2003-08-25;Knutstorp1;https://etjanst.sjv.se/tuvaut/?f=&id=0C8-RSR;https://etjanst.sjv.se/hagenpub/rest/base/object/0C8-RSR;docs/tuva/sodermanland/objektrapporter/0C8-RSR.json
0C9-DTY;Södermanland;Vingåker;1.82;Bete;2003-08-14;Klockarbol 2;https://etjanst.sjv.se/tuvaut/?f=&id=0C9-DTY;https://etjanst.sjv.se/hagenpub/rest/base/object/0C9-DTY;docs/tuva/sodermanland/objektrapporter/0C9-DTY.json
0CD-IKX;Södermanland;Gnesta;1.09;Bete;2003-08-25;Rocklösa 3;https://etjanst.sjv.se/tuvaut/?f=&id=0CD-IKX;https://etjanst.sjv.se/hagenpub/rest/base/object/0CD-IKX;docs/tuva/sodermanland/objektrapporter/0CD-IKX.json
0CE-EXQ;Södermanland;Nyköping;1.64;Bete;2004-06-09;Viby;https://etjanst.sjv.se/tuvaut/?f=&id=0CE-EXQ;https://etjanst.sjv.se/hagenpub/rest/base/object/0CE-EXQ;docs/tuva/sodermanland/objektrapporter/0CE-EXQ.json
0CE-JSR;Södermanland;Katrineholm;6.5;Bete;2004-09-14;Årsta;https://etjanst.sjv.se/tuvaut/?f=&id=0CE-JSR;https://etjanst.sjv.se/hagenpub/rest/base/object/0CE-JSR;docs/tuva/sodermanland/objektrapporter/0CE-JSR.json
0CF-YOL;Södermanland;Nyköping;3.53;Bete;2002-07-14;Vallby;https://etjanst.sjv.se/tuvaut/?f=&id=0CF-YOL;https://etjanst.sjv.se/hagenpub/rest/base/object/0CF-YOL;docs/tuva/sodermanland/objektrapporter/0CF-YOL.json
0D0-LKM;Södermanland;Katrineholm;1.99;Bete;2004-06-29;hålbonäs, gnallen;https://etjanst.sjv.se/tuvaut/?f=&id=0D0-LKM;https://etjanst.sjv.se/hagenpub/rest/base/object/0D0-LKM;docs/tuva/sodermanland/objektrapporter/0D0-LKM.json
0D0-YGI;Södermanland;Eskilstuna;6.94;Bete;2003-08-08;Husby;https://etjanst.sjv.se/tuvaut/?f=&id=0D0-YGI;https://etjanst.sjv.se/hagenpub/rest/base/object/0D0-YGI;docs/tuva/sodermanland/objektrapporter/0D0-YGI.json
0D1-OON;Södermanland;Katrineholm;1.6;Bete;2004-08-31;södra granhed extra;https://etjanst.sjv.se/tuvaut/?f=&id=0D1-OON;https://etjanst.sjv.se/hagenpub/rest/base/object/0D1-OON;docs/tuva/sodermanland/objektrapporter/0D1-OON.json
0D2-300;Södermanland;Nyköping;4.57;Bete;2002-07-03;Stora Skara;https://etjanst.sjv.se/tuvaut/?f=&id=0D2-300;https://etjanst.sjv.se/hagenpub/rest/base/object/0D2-300;docs/tuva/sodermanland/objektrapporter/0D2-300.json
0D4-D80;Södermanland;Katrineholm;2.37;Bete;2002-06-26;Kvarntorp 3;https://etjanst.sjv.se/tuvaut/?f=&id=0D4-D80;https://etjanst.sjv.se/hagenpub/rest/base/object/0D4-D80;docs/tuva/sodermanland/objektrapporter/0D4-D80.json
0D4-NYL;Södermanland;Nyköping;0.56;Bete;2002-07-09;Visäter;https://etjanst.sjv.se/tuvaut/?f=&id=0D4-NYL;https://etjanst.sjv.se/hagenpub/rest/base/object/0D4-NYL;docs/tuva/sodermanland/objektrapporter/0D4-NYL.json
0D4-XXQ;Södermanland;Nyköping;2.11;Bete;2002-07-20;;https://etjanst.sjv.se/tuvaut/?f=&id=0D4-XXQ;https://etjanst.sjv.se/hagenpub/rest/base/object/0D4-XXQ;docs/tuva/sodermanland/objektrapporter/0D4-XXQ.json
0D5-MGG;Södermanland;Katrineholm;2.15;Bete;2004-09-10;stenbylund;https://etjanst.sjv.se/tuvaut/?f=&id=0D5-MGG;https://etjanst.sjv.se/hagenpub/rest/base/object/0D5-MGG;docs/tuva/sodermanland/objektrapporter/0D5-MGG.json
0D7-BWS;Södermanland;Strängnäs;33.66;Bete;2002-07-05;Bergshammar5;https://etjanst.sjv.se/tuvaut/?f=&id=0D7-BWS;https://etjanst.sjv.se/hagenpub/rest/base/object/0D7-BWS;docs/tuva/sodermanland/objektrapporter/0D7-BWS.json
0D7-WVY;Södermanland;Katrineholm;11.56;Bete;2004-07-29;årsta 3;https://etjanst.sjv.se/tuvaut/?f=&id=0D7-WVY;https://etjanst.sjv.se/hagenpub/rest/base/object/0D7-WVY;docs/tuva/sodermanland/objektrapporter/0D7-WVY.json
0D7-XUJ;Södermanland;Nyköping;3.4;Bete;2004-06-05;Västra Malma 3;https://etjanst.sjv.se/tuvaut/?f=&id=0D7-XUJ;https://etjanst.sjv.se/hagenpub/rest/base/object/0D7-XUJ;docs/tuva/sodermanland/objektrapporter/0D7-XUJ.json
0D8-OFO;Södermanland;Nyköping;5.77;Bete;2004-05-12;vallby 1;https://etjanst.sjv.se/tuvaut/?f=&id=0D8-OFO;https://etjanst.sjv.se/hagenpub/rest/base/object/0D8-OFO;docs/tuva/sodermanland/objektrapporter/0D8-OFO.json
0D9-980;Södermanland;Gnesta;1.17;Bete;2002-05-07;;https://etjanst.sjv.se/tuvaut/?f=&id=0D9-980;https://etjanst.sjv.se/hagenpub/rest/base/object/0D9-980;docs/tuva/sodermanland/objektrapporter/0D9-980.json
0DA-E00;Södermanland;Strängnäs;5.58;Bete;2002-05-27;Nällsta1;https://etjanst.sjv.se/tuvaut/?f=&id=0DA-E00;https://etjanst.sjv.se/hagenpub/rest/base/object/0DA-E00;docs/tuva/sodermanland/objektrapporter/0DA-E00.json
0DB-KJG;Södermanland;Eskilstuna;5.87;Bete;2002-08-20;Skyttinge-Lundby;https://etjanst.sjv.se/tuvaut/?f=&id=0DB-KJG;https://etjanst.sjv.se/hagenpub/rest/base/object/0DB-KJG;docs/tuva/sodermanland/objektrapporter/0DB-KJG.json
0DC-EWN;Södermanland;Trosa;8.63;Bete;2004-05-19;Skällberga 4;https://etjanst.sjv.se/tuvaut/?f=&id=0DC-EWN;https://etjanst.sjv.se/hagenpub/rest/base/object/0DC-EWN;docs/tuva/sodermanland/objektrapporter/0DC-EWN.json
0DF-NAF;Södermanland;Katrineholm;0.93;Ej aktuell;2004-08-31;dålbol 1;https://etjanst.sjv.se/tuvaut/?f=&id=0DF-NAF;https://etjanst.sjv.se/hagenpub/rest/base/object/0DF-NAF;docs/tuva/sodermanland/objektrapporter/0DF-NAF.json
0E0-DPS;Södermanland;Eskilstuna;1.73;Bete;2003-06-26;Lista1;https://etjanst.sjv.se/tuvaut/?f=&id=0E0-DPS;https://etjanst.sjv.se/hagenpub/rest/base/object/0E0-DPS;docs/tuva/sodermanland/objektrapporter/0E0-DPS.json
0E2-FIP;Södermanland;Flen;3.6;Bete;2003-09-16;Navesta;https://etjanst.sjv.se/tuvaut/?f=&id=0E2-FIP;https://etjanst.sjv.se/hagenpub/rest/base/object/0E2-FIP;docs/tuva/sodermanland/objektrapporter/0E2-FIP.json
0E2-POZ;Södermanland;Katrineholm;3.84;Bete;2004-06-23;eriksberg 2;https://etjanst.sjv.se/tuvaut/?f=&id=0E2-POZ;https://etjanst.sjv.se/hagenpub/rest/base/object/0E2-POZ;docs/tuva/sodermanland/objektrapporter/0E2-POZ.json
0E4-CER;Södermanland;Nyköping;3.93;Bete;2004-08-19;Minninge;https://etjanst.sjv.se/tuvaut/?f=&id=0E4-CER;https://etjanst.sjv.se/hagenpub/rest/base/object/0E4-CER;docs/tuva/sodermanland/objektrapporter/0E4-CER.json
0E5-OGN;Södermanland;Eskilstuna;1.26;Bete;2003-07-09;Hesselby;https://etjanst.sjv.se/tuvaut/?f=&id=0E5-OGN;https://etjanst.sjv.se/hagenpub/rest/base/object/0E5-OGN;docs/tuva/sodermanland/objektrapporter/0E5-OGN.json
0E6-OVO;Södermanland;Katrineholm;2.07;Bete;2004-06-04;berg 2;https://etjanst.sjv.se/tuvaut/?f=&id=0E6-OVO;https://etjanst.sjv.se/hagenpub/rest/base/object/0E6-OVO;docs/tuva/sodermanland/objektrapporter/0E6-OVO.json
0E8-F00;Södermanland;Nyköping;9.39;Bete;2002-06-25;;https://etjanst.sjv.se/tuvaut/?f=&id=0E8-F00;https://etjanst.sjv.se/hagenpub/rest/base/object/0E8-F00;docs/tuva/sodermanland/objektrapporter/0E8-F00.json
0EA-FPE;Södermanland;Nyköping;5.58;Bete;2003-06-11;Valla 4;https://etjanst.sjv.se/tuvaut/?f=&id=0EA-FPE;https://etjanst.sjv.se/hagenpub/rest/base/object/0EA-FPE;docs/tuva/sodermanland/objektrapporter/0EA-FPE.json
0EA-YUS;Södermanland;Nyköping;4.21;Bete;2002-07-18;Slättkärr;https://etjanst.sjv.se/tuvaut/?f=&id=0EA-YUS;https://etjanst.sjv.se/hagenpub/rest/base/object/0EA-YUS;docs/tuva/sodermanland/objektrapporter/0EA-YUS.json
0EB-BGS;Södermanland;Eskilstuna;1.87;Bete;2003-08-25;Åstorp5;https://etjanst.sjv.se/tuvaut/?f=&id=0EB-BGS;https://etjanst.sjv.se/hagenpub/rest/base/object/0EB-BGS;docs/tuva/sodermanland/objektrapporter/0EB-BGS.json
0EC-KHQ;Södermanland;Katrineholm;2.64;Bete;2004-06-15;lagmansö, brebol 1;https://etjanst.sjv.se/tuvaut/?f=&id=0EC-KHQ;https://etjanst.sjv.se/hagenpub/rest/base/object/0EC-KHQ;docs/tuva/sodermanland/objektrapporter/0EC-KHQ.json
0ED-GGF;Södermanland;Flen;0.39;Bete;2004-08-04;Brolöten 2;https://etjanst.sjv.se/tuvaut/?f=&id=0ED-GGF;https://etjanst.sjv.se/hagenpub/rest/base/object/0ED-GGF;docs/tuva/sodermanland/objektrapporter/0ED-GGF.json
0F0-BSA;Södermanland;Eskilstuna;0.5;Bete;2003-08-14;Österby2;https://etjanst.sjv.se/tuvaut/?f=&id=0F0-BSA;https://etjanst.sjv.se/hagenpub/rest/base/object/0F0-BSA;docs/tuva/sodermanland/objektrapporter/0F0-BSA.json
0F1-NUF;Södermanland;Flen;1.15;Bete;2003-09-10;Ulrikslund;https://etjanst.sjv.se/tuvaut/?f=&id=0F1-NUF;https://etjanst.sjv.se/hagenpub/rest/base/object/0F1-NUF;docs/tuva/sodermanland/objektrapporter/0F1-NUF.json
0F4-YXI;Södermanland;Trosa;5.48;Bete;2004-05-17;Erikslund;https://etjanst.sjv.se/tuvaut/?f=&id=0F4-YXI;https://etjanst.sjv.se/hagenpub/rest/base/object/0F4-YXI;docs/tuva/sodermanland/objektrapporter/0F4-YXI.json
0F6-D00;Södermanland;Katrineholm;4.79;Bete;2002-06-27;Sörgölet;https://etjanst.sjv.se/tuvaut/?f=&id=0F6-D00;https://etjanst.sjv.se/hagenpub/rest/base/object/0F6-D00;docs/tuva/sodermanland/objektrapporter/0F6-D00.json
0F9-DBV;Södermanland;Nyköping;15.02;Bete;2004-05-11;ekeby 2;https://etjanst.sjv.se/tuvaut/?f=&id=0F9-DBV;https://etjanst.sjv.se/hagenpub/rest/base/object/0F9-DBV;docs/tuva/sodermanland/objektrapporter/0F9-DBV.json
0F9-ZKQ;Södermanland;Strängnäs;4.24;Bete;2002-07-11;Mora;https://etjanst.sjv.se/tuvaut/?f=&id=0F9-ZKQ;https://etjanst.sjv.se/hagenpub/rest/base/object/0F9-ZKQ;docs/tuva/sodermanland/objektrapporter/0F9-ZKQ.json
0FC-KTG;Södermanland;Flen;2.22;Bete;2003-09-30;Storhult1;https://etjanst.sjv.se/tuvaut/?f=&id=0FC-KTG;https://etjanst.sjv.se/hagenpub/rest/base/object/0FC-KTG;docs/tuva/sodermanland/objektrapporter/0FC-KTG.json
0FD-SZY;Södermanland;Vingåker;0.38;Bete;2003-08-14;;https://etjanst.sjv.se/tuvaut/?f=&id=0FD-SZY;https://etjanst.sjv.se/hagenpub/rest/base/object/0FD-SZY;docs/tuva/sodermanland/objektrapporter/0FD-SZY.json
0FE-IDZ;Södermanland;Nyköping;2.78;Restaurerbar;2004-08-09;Sävö 4;https://etjanst.sjv.se/tuvaut/?f=&id=0FE-IDZ;https://etjanst.sjv.se/hagenpub/rest/base/object/0FE-IDZ;docs/tuva/sodermanland/objektrapporter/0FE-IDZ.json
0FF-UTV;Södermanland;Flen;9.01;Bete;2004-05-26;sofielund 1;https://etjanst.sjv.se/tuvaut/?f=&id=0FF-UTV;https://etjanst.sjv.se/hagenpub/rest/base/object/0FF-UTV;docs/tuva/sodermanland/objektrapporter/0FF-UTV.json
101-JZL;Södermanland;Gnesta;0.81;Bete;2004-06-02;Hållsta 1;https://etjanst.sjv.se/tuvaut/?f=&id=101-JZL;https://etjanst.sjv.se/hagenpub/rest/base/object/101-JZL;docs/tuva/sodermanland/objektrapporter/101-JZL.json
102-WNV;Södermanland;Flen;1.61;Bete;2003-09-26;;https://etjanst.sjv.se/tuvaut/?f=&id=102-WNV;https://etjanst.sjv.se/hagenpub/rest/base/object/102-WNV;docs/tuva/sodermanland/objektrapporter/102-WNV.json
103-RSC;Södermanland;Trosa;2.99;Bete;2026-08-12;Örboholm 1;https://etjanst.sjv.se/tuvaut/?f=&id=103-RSC;https://etjanst.sjv.se/hagenpub/rest/base/object/103-RSC;docs/tuva/sodermanland/objektrapporter/103-RSC.json
105-800;Södermanland;Katrineholm;4.47;Bete;2002-05-29;Simonsbol 1;https://etjanst.sjv.se/tuvaut/?f=&id=105-800;https://etjanst.sjv.se/hagenpub/rest/base/object/105-800;docs/tuva/sodermanland/objektrapporter/105-800.json
107-XOV;Södermanland;Nyköping;12.4;Bete;2004-06-04;?;https://etjanst.sjv.se/tuvaut/?f=&id=107-XOV;https://etjanst.sjv.se/hagenpub/rest/base/object/107-XOV;docs/tuva/sodermanland/objektrapporter/107-XOV.json
108-ICH;Södermanland;Nyköping;2.47;Bete;2002-07-19;Arnö;https://etjanst.sjv.se/tuvaut/?f=&id=108-ICH;https://etjanst.sjv.se/hagenpub/rest/base/object/108-ICH;docs/tuva/sodermanland/objektrapporter/108-ICH.json
109-IST;Södermanland;Flen;1.5;Bete;2003-07-30;Herrgölet 4;https://etjanst.sjv.se/tuvaut/?f=&id=109-IST;https://etjanst.sjv.se/hagenpub/rest/base/object/109-IST;docs/tuva/sodermanland/objektrapporter/109-IST.json
10D-QCF;Södermanland;Katrineholm;1.19;Bete;2003-07-08;;https://etjanst.sjv.se/tuvaut/?f=&id=10D-QCF;https://etjanst.sjv.se/hagenpub/rest/base/object/10D-QCF;docs/tuva/sodermanland/objektrapporter/10D-QCF.json
112-600;Södermanland;Strängnäs;2.44;Bete;2002-05-27;Nällsta3;https://etjanst.sjv.se/tuvaut/?f=&id=112-600;https://etjanst.sjv.se/hagenpub/rest/base/object/112-600;docs/tuva/sodermanland/objektrapporter/112-600.json
113-CTB;Södermanland;Gnesta;2.24;Bete;2004-06-02;Stensätter 3, Fridhem;https://etjanst.sjv.se/tuvaut/?f=&id=113-CTB;https://etjanst.sjv.se/hagenpub/rest/base/object/113-CTB;docs/tuva/sodermanland/objektrapporter/113-CTB.json
114-EKB;Södermanland;Gnesta;0.48;Restaurerbar;2003-08-25;Hässelby 2;https://etjanst.sjv.se/tuvaut/?f=&id=114-EKB;https://etjanst.sjv.se/hagenpub/rest/base/object/114-EKB;docs/tuva/sodermanland/objektrapporter/114-EKB.json
115-C80;Södermanland;Katrineholm;2.49;Bete;2002-07-02;Hinnäs 1;https://etjanst.sjv.se/tuvaut/?f=&id=115-C80;https://etjanst.sjv.se/hagenpub/rest/base/object/115-C80;docs/tuva/sodermanland/objektrapporter/115-C80.json
115-IUX;Södermanland;Nyköping;2.68;Bete;2003-09-10;Harsta 3;https://etjanst.sjv.se/tuvaut/?f=&id=115-IUX;https://etjanst.sjv.se/hagenpub/rest/base/object/115-IUX;docs/tuva/sodermanland/objektrapporter/115-IUX.json
115-ZSM;Södermanland;Eskilstuna;1.38;Bete;2002-08-27;Lund2;https://etjanst.sjv.se/tuvaut/?f=&id=115-ZSM;https://etjanst.sjv.se/hagenpub/rest/base/object/115-ZSM;docs/tuva/sodermanland/objektrapporter/115-ZSM.json
118-AWR;Södermanland;Katrineholm;0.81;Bete;2003-07-09;Gammeråd;https://etjanst.sjv.se/tuvaut/?f=&id=118-AWR;https://etjanst.sjv.se/hagenpub/rest/base/object/118-AWR;docs/tuva/sodermanland/objektrapporter/118-AWR.json
11C-YIW;Södermanland;Katrineholm;2.26;Bete;2003-07-12;Bjärsätterstorp 1;https://etjanst.sjv.se/tuvaut/?f=&id=11C-YIW;https://etjanst.sjv.se/hagenpub/rest/base/object/11C-YIW;docs/tuva/sodermanland/objektrapporter/11C-YIW.json
11D-YXU;Södermanland;Nyköping;21.56;Bete;2019-10-10;Krognäs;https://etjanst.sjv.se/tuvaut/?f=&id=11D-YXU;https://etjanst.sjv.se/hagenpub/rest/base/object/11D-YXU;docs/tuva/sodermanland/objektrapporter/11D-YXU.json
11E-XDS;Södermanland;Vingåker;2.72;Bete;2003-08-06;Sliparbol 1;https://etjanst.sjv.se/tuvaut/?f=&id=11E-XDS;https://etjanst.sjv.se/hagenpub/rest/base/object/11E-XDS;docs/tuva/sodermanland/objektrapporter/11E-XDS.json
124-EHF;Södermanland;Katrineholm;11.3;Bete;2003-07-22;Eriksberg-Melån;https://etjanst.sjv.se/tuvaut/?f=&id=124-EHF;https://etjanst.sjv.se/hagenpub/rest/base/object/124-EHF;docs/tuva/sodermanland/objektrapporter/124-EHF.json
124-NIE;Södermanland;Vingåker;2.33;Bete;2003-08-10;;https://etjanst.sjv.se/tuvaut/?f=&id=124-NIE;https://etjanst.sjv.se/hagenpub/rest/base/object/124-NIE;docs/tuva/sodermanland/objektrapporter/124-NIE.json
126-GLJ;Södermanland;Flen;1.12;Bete;2003-09-29;;https://etjanst.sjv.se/tuvaut/?f=&id=126-GLJ;https://etjanst.sjv.se/hagenpub/rest/base/object/126-GLJ;docs/tuva/sodermanland/objektrapporter/126-GLJ.json
127-A00;Södermanland;Strängnäs;4.18;Bete;2002-06-11;Berg2;https://etjanst.sjv.se/tuvaut/?f=&id=127-A00;https://etjanst.sjv.se/hagenpub/rest/base/object/127-A00;docs/tuva/sodermanland/objektrapporter/127-A00.json
129-CHZ;Södermanland;Katrineholm;5.19;Bete;2004-06-22;vik 5;https://etjanst.sjv.se/tuvaut/?f=&id=129-CHZ;https://etjanst.sjv.se/hagenpub/rest/base/object/129-CHZ;docs/tuva/sodermanland/objektrapporter/129-CHZ.json
12D-THS;Södermanland;Nyköping;0.95;Bete;2002-07-08;Bäcketorp;https://etjanst.sjv.se/tuvaut/?f=&id=12D-THS;https://etjanst.sjv.se/hagenpub/rest/base/object/12D-THS;docs/tuva/sodermanland/objektrapporter/12D-THS.json
12E-IHE;Södermanland;Katrineholm;0.75;Bete;2002-08-15;Vegersbergs kvarn;https://etjanst.sjv.se/tuvaut/?f=&id=12E-IHE;https://etjanst.sjv.se/hagenpub/rest/base/object/12E-IHE;docs/tuva/sodermanland/objektrapporter/12E-IHE.json
12F-800;Södermanland;Nyköping;3.79;Bete;2002-04-29;;https://etjanst.sjv.se/tuvaut/?f=&id=12F-800;https://etjanst.sjv.se/hagenpub/rest/base/object/12F-800;docs/tuva/sodermanland/objektrapporter/12F-800.json
132-BSB;Södermanland;Eskilstuna;3.16;Restaurerbar;2002-08-19;Stenby1;https://etjanst.sjv.se/tuvaut/?f=&id=132-BSB;https://etjanst.sjv.se/hagenpub/rest/base/object/132-BSB;docs/tuva/sodermanland/objektrapporter/132-BSB.json
134-A80;Södermanland;Nyköping;10.99;Bete;2002-05-10;;https://etjanst.sjv.se/tuvaut/?f=&id=134-A80;https://etjanst.sjv.se/hagenpub/rest/base/object/134-A80;docs/tuva/sodermanland/objektrapporter/134-A80.json
